geneIDA	geneIDB	bitScore
MTR_0002s1060	MTR_0263s0020	332
MTR_0002s1180	MTR_3g037260	1145
MTR_0002s1180	MTR_5g067690	1320
MTR_0002s1220	MTR_1g045340	364
MTR_0002s1220	MTR_1g070820	408
MTR_0002s1220	MTR_3g111390	408
MTR_0002s1250	MTR_8g005750	208
MTR_0002s1250	MTR_8g032510	269
MTR_0002s1270	MTR_7g046380	714
MTR_0002s1280	MTR_2g098770	498
MTR_0003s0010	MTR_7g032720	97.8
MTR_0003s0010	MTR_7g032820	89.4
MTR_0003s0060	MTR_2g436960	171
MTR_0003s0070	MTR_6g074140	115
MTR_0003s0090	MTR_4g050910	1465
MTR_0003s0090	MTR_6g074090	1615
MTR_0003s0090	MTR_6g074620	933
MTR_0003s0130	MTR_0003s0180	108
MTR_0003s0130	MTR_0003s0210	84.3
MTR_0003s0160	MTR_0439s0040	183
MTR_0003s0180	MTR_0003s0130	108
MTR_0003s0180	MTR_0003s0210	105
MTR_0003s0210	MTR_0003s0130	84.3
MTR_0003s0210	MTR_0003s0180	105
MTR_0003s0290	MTR_2g450060	533
MTR_0003s0290	MTR_5g004860	612
MTR_0003s0390	MTR_0002s0870	395
MTR_0003s0390	MTR_3g434910	538
MTR_0003s0390	MTR_4g036720	342
MTR_0003s0390	MTR_7g034270	452
MTR_0003s0460	MTR_1g069910	1510
MTR_0003s0560	MTR_1g020090	433
MTR_0003s0580	MTR_3g028060	225
MTR_0003s0590	MTR_1g053070	204
MTR_0003s0660	MTR_0076s0020	496
MTR_0003s0660	MTR_7g018290	685
MTR_0003s0660	MTR_7g018310	679
MTR_0003s0660	MTR_7g018320	624
MTR_0003s0660	MTR_8g069905	461
MTR_0003s0690	MTR_7g109780	274
MTR_0004s0260	MTR_1g100375	338
MTR_0004s0260	MTR_2g022120	405
MTR_0004s0260	MTR_3g093185	238
MTR_0004s0260	MTR_3g464170	338
MTR_0004s0260	MTR_3g464310	342
MTR_0004s0260	MTR_5g077245	402
MTR_0004s0260	MTR_6g016670	342
MTR_0004s0260	MTR_6g051405	337
MTR_0004s0260	MTR_7g072210	427
MTR_0004s0260	MTR_7g461350	342
MTR_0004s0350	MTR_3g035330	108
MTR_0004s0350	MTR_5g070595	98.6
MTR_0004s0350	MTR_5g084490	110
MTR_0004s0360	MTR_2g059937	129
MTR_0004s0490	MTR_6g005670	1260
MTR_0004s0610	MTR_1g051205	682
MTR_0004s0610	MTR_5g068170	516
MTR_0004s0650	MTR_2g460810	499
MTR_0005s0110	MTR_4g043630	2343
MTR_0005s0140	MTR_3g103070	1144
MTR_0005s0140	MTR_4g008650	1327
MTR_0005s0140	MTR_4g096990	1139
MTR_0005s0140	MTR_8g090125	1347
MTR_0005s0200	MTR_3g070590	1125
MTR_0005s0200	MTR_3g071130	1172
MTR_0005s0220	MTR_0083s0070	289
MTR_0005s0220	MTR_0214s0030	270
MTR_0005s0220	MTR_0360s0010	259
MTR_0005s0220	MTR_1g036730	257
MTR_0005s0220	MTR_2g058650	312
MTR_0005s0220	MTR_2g061240	257
MTR_0005s0220	MTR_2g083590	241
MTR_0005s0220	MTR_3g028620	330
MTR_0005s0220	MTR_3g060830	309
MTR_0005s0220	MTR_4g045603	310
MTR_0005s0220	MTR_4g069290	249
MTR_0005s0220	MTR_5g044895	299
MTR_0005s0220	MTR_5g048800	257
MTR_0005s0220	MTR_5g053480	241
MTR_0005s0220	MTR_5g063995	288
MTR_0005s0220	MTR_5g067630	288
MTR_0005s0220	MTR_5g072370	303
MTR_0005s0220	MTR_6g036940	225
MTR_0005s0220	MTR_6g042710	220
MTR_0005s0220	MTR_6g043270	280
MTR_0005s0220	MTR_7g051090	221
MTR_0005s0220	MTR_7g055890	211
MTR_0005s0220	MTR_7g061360	303
MTR_0005s0220	MTR_7g061620	306
MTR_0005s0220	MTR_8g466300	289
MTR_0005s0220	MTR_8g470030	310
MTR_0005s0250	MTR_0362s0010	126
MTR_0006s0080	MTR_1g037250	2655
MTR_0006s0210	MTR_1g036770	256
MTR_0006s0210	MTR_6g462610	256
MTR_0006s0230	MTR_0006s0240	2590
MTR_0006s0230	MTR_1g037130	3962
MTR_0006s0230	MTR_1g037150	2539
MTR_0006s0230	MTR_1g037250	1585
MTR_0006s0230	MTR_1g442750	2413
MTR_0006s0230	MTR_6g463150	2483
MTR_0006s0240	MTR_1g442750	3479
MTR_0006s0290	MTR_0006s0250	639
MTR_0006s0290	MTR_1g036880	659
MTR_0007s0020	MTR_1g105600	827
MTR_0007s0020	MTR_6g057750	991
MTR_0007s0020	MTR_6g057770	1326
MTR_0007s0020	MTR_6g463700	909
MTR_0007s0020	MTR_6g463710	1325
MTR_0007s0020	MTR_6g463830	1247
MTR_0007s0020	MTR_8g028065	986
MTR_0007s0380	MTR_1g102370	203
MTR_0007s0520	MTR_6g464280	298
MTR_0007s0520	MTR_6g464510	308
MTR_0008s0120	MTR_7g013120	223
MTR_0008s0120	MTR_7g013140	236
MTR_0008s0120	MTR_8g464350	241
MTR_0008s0130	MTR_0008s0170	702
MTR_0008s0130	MTR_1g071120	624
MTR_0008s0130	MTR_2g011580	522
MTR_0008s0130	MTR_2g011600	541
MTR_0008s0130	MTR_2g047968	611
MTR_0008s0130	MTR_2g089520	635
MTR_0008s0130	MTR_4g050990	635
MTR_0008s0130	MTR_8g007285	381
MTR_0008s0310	MTR_0046s0090	372
MTR_0008s0390	MTR_0008s0470	434
MTR_0008s0390	MTR_0251s0050	375
MTR_0008s0470	MTR_0008s0390	434
MTR_0008s0470	MTR_0251s0050	363
MTR_0009s0050	MTR_0009s0480	488
MTR_0009s0050	MTR_0328s0030	500
MTR_0009s0050	MTR_1g033810	390
MTR_0009s0050	MTR_2g072890	425
MTR_0009s0050	MTR_5g048470	493
MTR_0009s0050	MTR_5g048550	536
MTR_0009s0050	MTR_5g048570	632
MTR_0009s0050	MTR_5g048740	480
MTR_0009s0050	MTR_5g055680	623
MTR_0009s0050	MTR_5g055690	507
MTR_0009s0050	MTR_5g055800	478
MTR_0009s0050	MTR_5g055820	500
MTR_0009s0050	MTR_5g055900	624
MTR_0009s0050	MTR_8g064200	498
MTR_0009s0080	MTR_5g007410	370
MTR_0009s0080	MTR_6g045333	355
MTR_0009s0230	MTR_8g066040	379
MTR_0009s0240	MTR_8g071070	725
MTR_0009s0340	MTR_2g073390	664
MTR_0009s0340	MTR_4g074290	685
MTR_0009s0350	MTR_2g073390	664
MTR_0009s0350	MTR_4g074290	685
MTR_0009s0370	MTR_0204s0020	533
MTR_0009s0370	MTR_1g038600	530
MTR_0009s0370	MTR_1g038630	572
MTR_0009s0370	MTR_1g104750	484
MTR_0009s0370	MTR_3g007910	608
MTR_0009s0370	MTR_3g008160	479
MTR_0009s0370	MTR_3g008170	486
MTR_0009s0370	MTR_3g023480	827
MTR_0009s0370	MTR_3g093010	672
MTR_0009s0370	MTR_3g093060	600
MTR_0009s0370	MTR_4g090600	587
MTR_0009s0370	MTR_4g091370	620
MTR_0009s0370	MTR_5g006070	523
MTR_0009s0370	MTR_5g082540	566
MTR_0009s0370	MTR_6g087040	478
MTR_0009s0370	MTR_6g088375	478
MTR_0009s0390	MTR_5g097320	961
MTR_0009s0480	MTR_0009s0050	488
MTR_0009s0480	MTR_0328s0030	587
MTR_0009s0480	MTR_1g033810	374
MTR_0009s0480	MTR_2g072890	401
MTR_0009s0480	MTR_5g048470	482
MTR_0009s0480	MTR_5g048550	468
MTR_0009s0480	MTR_5g048570	488
MTR_0009s0480	MTR_5g048740	586
MTR_0009s0480	MTR_5g055680	499
MTR_0009s0480	MTR_5g055690	482
MTR_0009s0480	MTR_5g055800	575
MTR_0009s0480	MTR_5g055820	491
MTR_0009s0480	MTR_5g055900	495
MTR_0009s0480	MTR_8g064200	493
MTR_0010s0290	MTR_0010s0320	547
MTR_0010s0290	MTR_5g078270	339
MTR_0010s0310	MTR_5g078270	303
MTR_0011s0020	MTR_3g005560	1052
MTR_0011s0020	MTR_3g450800	1108
MTR_0011s0210	MTR_0011s0260	562
MTR_0011s0210	MTR_6g047570	365
MTR_0011s0260	MTR_0011s0210	562
MTR_0011s0260	MTR_6g047570	369
MTR_0011s0320	MTR_3g107470	521
MTR_0011s0330	MTR_4g114330	225
MTR_0012s0150	MTR_0068s0080	1949
MTR_0012s0150	MTR_0069s0040	2056
MTR_0012s0240	MTR_0029s0220	114
MTR_0012s0240	MTR_8g464510	172
MTR_0013s0060	MTR_0013s0070	187
MTR_0013s0060	MTR_0437s0020	127
MTR_0013s0060	MTR_2g028080	187
MTR_0013s0060	MTR_2g028520	147
MTR_0013s0060	MTR_4g017620	103
MTR_0013s0060	MTR_5g091280	100
MTR_0013s0060	MTR_5g091330	121
MTR_0013s0060	MTR_5g091360	96.3
MTR_0013s0060	MTR_6g022420	108
MTR_0013s0060	MTR_6g022430	94.4
MTR_0013s0060	MTR_8g012950	127
MTR_0013s0070	MTR_0013s0060	187
MTR_0013s0070	MTR_0437s0020	129
MTR_0013s0070	MTR_2g028080	191
MTR_0013s0070	MTR_2g028520	155
MTR_0013s0070	MTR_4g017620	104
MTR_0013s0070	MTR_5g091260	99.0
MTR_0013s0070	MTR_5g091280	98.2
MTR_0013s0070	MTR_5g091330	132
MTR_0013s0070	MTR_5g091360	103
MTR_0013s0070	MTR_6g022420	115
MTR_0013s0070	MTR_6g022430	105
MTR_0013s0070	MTR_8g012950	130
MTR_0013s0070	MTR_8g079410	77.4
MTR_0013s0100	MTR_1g100697	308
MTR_0013s0100	MTR_1g100707	307
MTR_0013s0100	MTR_1g100713	424
MTR_0013s0100	MTR_4g099030	391
MTR_0013s0190	MTR_0013s0330	845
MTR_0013s0230	MTR_4g005190	1250
MTR_0013s0230	MTR_4g005270	1383
MTR_0013s0230	MTR_5g008810	922
MTR_0013s0230	MTR_6g034985	940
MTR_0013s0230	MTR_6g035010	902
MTR_0013s0230	MTR_6g088140	844
MTR_0013s0230	MTR_6g093100	846
MTR_0013s0230	MTR_6g093180	987
MTR_0013s0230	MTR_7g034535	1236
MTR_0013s0230	MTR_7g062020	846
MTR_0013s0230	MTR_8g016960	1242
MTR_0013s0230	MTR_8g016975	1308
MTR_0013s0230	MTR_8g017020	1197
MTR_0013s0270	MTR_0059s0180	292
MTR_0013s0330	MTR_0013s0190	845
MTR_0013s0400	MTR_1g052285	510
MTR_0014s0010	MTR_4g046607	98.6
MTR_0014s0180	MTR_0014s0210	715
MTR_0014s0180	MTR_0051s0090	624
MTR_0014s0180	MTR_0110s0060	662
MTR_0014s0180	MTR_0308s0020	766
MTR_0014s0180	MTR_0429s0020	744
MTR_0014s0180	MTR_1g029490	657
MTR_0014s0180	MTR_1g045850	642
MTR_0014s0180	MTR_1g050495	666
MTR_0014s0180	MTR_2g035630	680
MTR_0014s0180	MTR_3g034990	811
MTR_0014s0180	MTR_3g061000	603
MTR_0014s0180	MTR_3g448620	749
MTR_0014s0180	MTR_4g107180	544
MTR_0014s0180	MTR_6g068820	575
MTR_0014s0180	MTR_6g079310	661
MTR_0014s0180	MTR_6g079440	676
MTR_0014s0180	MTR_6g079920	648
MTR_0014s0180	MTR_6g080200	607
MTR_0014s0180	MTR_6g080210	560
MTR_0014s0180	MTR_6g081920	503
MTR_0014s0180	MTR_6g478130	498
MTR_0014s0180	MTR_7g012890	804
MTR_0014s0210	MTR_0014s0180	715
MTR_0014s0210	MTR_0014s0250	724
MTR_0014s0210	MTR_0019s0210	785
MTR_0014s0210	MTR_0051s0090	602
MTR_0014s0210	MTR_0054s0140	507
MTR_0014s0210	MTR_0110s0060	654
MTR_0014s0210	MTR_0177s0060	801
MTR_0014s0210	MTR_0308s0020	805
MTR_0014s0210	MTR_0429s0020	706
MTR_0014s0210	MTR_0572s0010	739
MTR_0014s0210	MTR_1g029490	674
MTR_0014s0210	MTR_1g045850	655
MTR_0014s0210	MTR_1g050495	689
MTR_0014s0210	MTR_2g035630	672
MTR_0014s0210	MTR_3g061000	593
MTR_0014s0210	MTR_3g448620	689
MTR_0014s0210	MTR_4g107180	536
MTR_0014s0210	MTR_6g061120	549
MTR_0014s0210	MTR_6g065540	674
MTR_0014s0210	MTR_6g068790	650
MTR_0014s0210	MTR_6g068820	597
MTR_0014s0210	MTR_6g069180	638
MTR_0014s0210	MTR_6g077540	664
MTR_0014s0210	MTR_6g078160	667
MTR_0014s0210	MTR_6g079220	517
MTR_0014s0210	MTR_6g079310	668
MTR_0014s0210	MTR_6g079380	650
MTR_0014s0210	MTR_6g079440	676
MTR_0014s0210	MTR_6g079590	577
MTR_0014s0210	MTR_6g079890	559
MTR_0014s0210	MTR_6g079920	659
MTR_0014s0210	MTR_6g080210	543
MTR_0014s0210	MTR_6g081920	494
MTR_0014s0210	MTR_6g445320	699
MTR_0014s0210	MTR_7g012890	790
MTR_0014s0250	MTR_0014s0180	835
MTR_0014s0250	MTR_0014s0210	724
MTR_0014s0250	MTR_0019s0210	821
MTR_0014s0250	MTR_0051s0090	638
MTR_0014s0250	MTR_0054s0140	533
MTR_0014s0250	MTR_0110s0060	675
MTR_0014s0250	MTR_0177s0060	727
MTR_0014s0250	MTR_0308s0020	768
MTR_0014s0250	MTR_0429s0020	741
MTR_0014s0250	MTR_0572s0010	761
MTR_0014s0250	MTR_0654s0010	621
MTR_0014s0250	MTR_1g029490	674
MTR_0014s0250	MTR_1g045850	648
MTR_0014s0250	MTR_1g050495	703
MTR_0014s0250	MTR_3g034990	819
MTR_0014s0250	MTR_3g061000	624
MTR_0014s0250	MTR_3g448620	745
MTR_0014s0250	MTR_4g107180	556
MTR_0014s0250	MTR_6g065540	701
MTR_0014s0250	MTR_6g068790	653
MTR_0014s0250	MTR_6g068820	593
MTR_0014s0250	MTR_6g069180	646
MTR_0014s0250	MTR_6g069300	692
MTR_0014s0250	MTR_6g078160	685
MTR_0014s0250	MTR_6g079310	664
MTR_0014s0250	MTR_6g079380	648
MTR_0014s0250	MTR_6g079440	682
MTR_0014s0250	MTR_6g079590	590
MTR_0014s0250	MTR_6g079830	652
MTR_0014s0250	MTR_6g079890	556
MTR_0014s0250	MTR_6g079920	647
MTR_0014s0250	MTR_6g079960	582
MTR_0014s0250	MTR_6g080210	582
MTR_0014s0250	MTR_6g081920	526
MTR_0014s0250	MTR_6g445320	742
MTR_0014s0250	MTR_6g478130	526
MTR_0014s0250	MTR_7g012890	811
MTR_0014s0310	MTR_5g049740	583
MTR_0014s0440	MTR_5g010500	563
MTR_0014s0440	MTR_8g031290	529
MTR_0014s0440	MTR_8g031450	585
MTR_0014s0440	MTR_8g031470	553
MTR_0014s0490	MTR_8g075670	1193
MTR_0015s0030	MTR_0015s0090	1008
MTR_0015s0100	MTR_1g100763	223
MTR_0015s0130	MTR_2g008050	750
MTR_0015s0130	MTR_2g096840	776
MTR_0015s0130	MTR_3g095530	763
MTR_0015s0130	MTR_6g004000	771
MTR_0015s0130	MTR_7g026230	768
MTR_0015s0130	MTR_7g093260	769
MTR_0015s0160	MTR_4g053915	518
MTR_0015s0160	MTR_7g038780	558
MTR_0015s0230	MTR_0753s0010	56.2
MTR_0015s0230	MTR_1826s0010	56.2
MTR_0015s0230	MTR_1g022310	53.9
MTR_0015s0230	MTR_1g039435	54.7
MTR_0015s0230	MTR_1g053975	108
MTR_0015s0230	MTR_4g018727	46.2
MTR_0015s0230	MTR_4g031900	57.0
MTR_0015s0230	MTR_5g083255	66.6
MTR_0015s0230	MTR_7g008070	57.0
MTR_0015s0230	MTR_7g008985	59.7
MTR_0015s0230	MTR_7g055933	37.7
MTR_0015s0230	MTR_7g095800	57.4
MTR_0015s0230	MTR_8g075755	67.4
MTR_0016s0060	MTR_0016s0050	279
MTR_0016s0060	MTR_6g088505	280
MTR_0016s0060	MTR_6g088525	292
MTR_0016s0060	MTR_6g088545	290
MTR_0016s0060	MTR_6g088565	284
MTR_0017s0100	MTR_0079s0070	587
MTR_0017s0190	MTR_0061s0090	500
MTR_0017s0230	MTR_1g098980	1238
MTR_0017s0230	MTR_5g069580	903
MTR_0017s0290	MTR_0118s0040	318
MTR_0017s0290	MTR_1g116150	384
MTR_0017s0290	MTR_3g034020	403
MTR_0017s0290	MTR_4g132830	442
MTR_0017s0290	MTR_5g059380	455
MTR_0017s0290	MTR_5g061500	680
MTR_0017s0290	MTR_7g104240	346
MTR_0018s0050	MTR_0485s0050	159
MTR_0018s0170	MTR_4g007970	583
MTR_0018s0230	MTR_0018s0240	1130
MTR_0018s0230	MTR_5g059900	1117
MTR_0018s0240	MTR_5g059900	1044
MTR_0018s0260	MTR_1g492610	541
MTR_0018s0310	MTR_0018s0320	414
MTR_0018s0310	MTR_6g022180	338
MTR_0018s0310	MTR_6g022190	362
MTR_0018s0310	MTR_6g022210	326
MTR_0018s0320	MTR_0018s0310	414
MTR_0018s0320	MTR_6g022180	370
MTR_0018s0320	MTR_6g022190	347
MTR_0018s0320	MTR_6g022210	362
MTR_0019s0020	MTR_1g099280	1969
MTR_0019s0020	MTR_6g034350	1848
MTR_0019s0040	MTR_2g059990	166
MTR_0019s0100	MTR_0277s0010	1011
MTR_0019s0100	MTR_0277s0020	1034
MTR_0019s0100	MTR_0419s0040	1011
MTR_0019s0100	MTR_1g007300	1015
MTR_0019s0100	MTR_1g060030	902
MTR_0019s0100	MTR_1g063960	1018
MTR_0019s0100	MTR_2g041070	1044
MTR_0019s0100	MTR_4g016610	1158
MTR_0019s0100	MTR_4g051698	941
MTR_0019s0100	MTR_4g051715	951
MTR_0019s0100	MTR_4g051738	1023
MTR_0019s0100	MTR_6g069560	954
MTR_0019s0100	MTR_6g071790	952
MTR_0019s0100	MTR_6g071935	954
MTR_0019s0100	MTR_6g071945	1061
MTR_0019s0100	MTR_6g072250	950
MTR_0019s0100	MTR_6g072310	966
MTR_0019s0100	MTR_6g072320	1061
MTR_0019s0100	MTR_6g072450	1005
MTR_0019s0100	MTR_6g072460	1019
MTR_0019s0100	MTR_6g072480	1033
MTR_0019s0100	MTR_6g072760	870
MTR_0019s0100	MTR_6g072780	773
MTR_0019s0100	MTR_6g073250	998
MTR_0019s0100	MTR_6g074660	1002
MTR_0019s0100	MTR_6g074810	1013
MTR_0019s0100	MTR_6g074875	995
MTR_0019s0100	MTR_6g076220	1271
MTR_0019s0100	MTR_6g077500	1194
MTR_0019s0100	MTR_6g083860	960
MTR_0019s0100	MTR_6g472300	969
MTR_0019s0100	MTR_8g069625	1003
MTR_0019s0120	MTR_5g040360	546
MTR_0019s0120	MTR_7g076170	689
MTR_0019s0120	MTR_8g055840	561
MTR_0019s0120	MTR_8g100075	634
MTR_0019s0120	MTR_8g432680	691
MTR_0019s0210	MTR_0014s0180	833
MTR_0019s0210	MTR_0014s0210	785
MTR_0019s0210	MTR_0014s0250	821
MTR_0019s0210	MTR_0054s0140	540
MTR_0019s0210	MTR_0110s0060	664
MTR_0019s0210	MTR_0177s0060	780
MTR_0019s0210	MTR_0308s0020	823
MTR_0019s0210	MTR_0429s0020	749
MTR_0019s0210	MTR_0572s0010	793
MTR_0019s0210	MTR_1g029490	681
MTR_0019s0210	MTR_1g045850	687
MTR_0019s0210	MTR_1g050495	704
MTR_0019s0210	MTR_3g034990	871
MTR_0019s0210	MTR_3g061000	621
MTR_0019s0210	MTR_3g448620	781
MTR_0019s0210	MTR_4g107180	544
MTR_0019s0210	MTR_6g065540	701
MTR_0019s0210	MTR_6g068790	659
MTR_0019s0210	MTR_6g068820	590
MTR_0019s0210	MTR_6g069180	653
MTR_0019s0210	MTR_6g069300	704
MTR_0019s0210	MTR_6g077540	692
MTR_0019s0210	MTR_6g078160	677
MTR_0019s0210	MTR_6g079310	681
MTR_0019s0210	MTR_6g079380	666
MTR_0019s0210	MTR_6g079440	680
MTR_0019s0210	MTR_6g079590	590
MTR_0019s0210	MTR_6g079890	578
MTR_0019s0210	MTR_6g079920	681
MTR_0019s0210	MTR_6g079960	597
MTR_0019s0210	MTR_6g081920	522
MTR_0019s0210	MTR_6g445320	777
MTR_0019s0210	MTR_7g012890	850
MTR_0019s0290	MTR_1g055240	276
MTR_0019s0310	MTR_1g089750	265
MTR_0019s0310	MTR_6g027250	259
MTR_0019s0310	MTR_6g055750	329
MTR_0019s0330	MTR_6g027240	144
MTR_0020s0120	MTR_1g060190	221
MTR_0020s0120	MTR_2g086270	248
MTR_0020s0120	MTR_6g033040	208
MTR_0020s0120	MTR_7g006630	200
MTR_0020s0120	MTR_7g006690	202
MTR_0020s0120	MTR_7g084970	218
MTR_0020s0120	MTR_7g085020	202
MTR_0020s0120	MTR_7g085040	184
MTR_0020s0120	MTR_7g104460	254
MTR_0020s0120	MTR_8g106840	196
MTR_0020s0150	MTR_3g451010	119
MTR_0020s0150	MTR_4g028850	122
MTR_0021s0270	MTR_3g108270	214
MTR_0021s0270	MTR_8g017060	224
MTR_0021s0360	MTR_2g099690	1340
MTR_0021s0360	MTR_3g037330	1799
MTR_0021s0360	MTR_4g112430	1646
MTR_0021s0360	MTR_6g006910	1542
MTR_0022s0300	MTR_1g100747	144
MTR_0022s0330	MTR_7g035015	143
MTR_0022s0360	MTR_6g048060	305
MTR_0023s0340	MTR_2g037535	89.0
MTR_0023s0340	MTR_3g047175	108
MTR_0023s0340	MTR_4g043945	135
MTR_0023s0340	MTR_6g051975	126
MTR_0023s0340	MTR_6g052215	132
MTR_0023s0340	MTR_6g061795	130
MTR_0023s0340	MTR_6g072955	88.2
MTR_0023s0340	MTR_7g006175	90.1
MTR_0023s0340	MTR_7g016545	90.9
MTR_0023s0340	MTR_7g045802	128
MTR_0023s0340	MTR_7g074785	87.0
MTR_0024s0020	MTR_7g117150	1001
MTR_0024s0040	MTR_3g028120	623
MTR_0024s0040	MTR_4g109760	294
MTR_0024s0040	MTR_5g038360	507
MTR_0024s0040	MTR_5g044570	462
MTR_0024s0040	MTR_5g044770	385
MTR_0024s0040	MTR_5g080890	399
MTR_0024s0040	MTR_5g080960	395
MTR_0024s0040	MTR_8g038280	379
MTR_0024s0040	MTR_8g096990	390
MTR_0024s0080	MTR_6g010810	495
MTR_0024s0170	MTR_4g078390	367
MTR_0024s0170	MTR_4g478220	442
MTR_0024s0170	MTR_4g478260	442
MTR_0024s0170	MTR_7g009960	456
MTR_0024s0190	MTR_0024s0170	651
MTR_0024s0190	MTR_4g078413	451
MTR_0024s0190	MTR_4g078480	448
MTR_0024s0190	MTR_4g478220	412
MTR_0024s0190	MTR_4g478260	417
MTR_0024s0190	MTR_4g478280	422
MTR_0024s0190	MTR_7g009960	417
MTR_0024s0190	MTR_7g078060	428
MTR_0024s0220	MTR_5g088740	213
MTR_0024s0220	MTR_7g021030	225
MTR_0025s0110	MTR_1g101040	668
MTR_0026s0160	MTR_4g129070	777
MTR_0026s0210	MTR_4g068870	627
MTR_0027s0100	MTR_1g041400	184
MTR_0027s0100	MTR_1g059100	114
MTR_0027s0100	MTR_2g017910	103
MTR_0027s0100	MTR_2g036710	157
MTR_0027s0100	MTR_2g041160	119
MTR_0027s0100	MTR_2g069230	92.4
MTR_0027s0100	MTR_3g108930	99.0
MTR_0027s0100	MTR_5g010022	135
MTR_0027s0100	MTR_5g060960	147
MTR_0027s0100	MTR_5g084110	160
MTR_0027s0100	MTR_6g048400	110
MTR_0027s0100	MTR_7g033715	119
MTR_0027s0260	MTR_1g099310	356
MTR_0027s0260	MTR_7g116850	301
MTR_0028s0170	MTR_1g026190	657
MTR_0028s0170	MTR_1g096490	605
MTR_0028s0170	MTR_3g098070	609
MTR_0028s0170	MTR_3g098090	582
MTR_0028s0170	MTR_4g066660	515
MTR_0028s0170	MTR_5g099240	625
MTR_0028s0170	MTR_7g068710	565
MTR_0028s0170	MTR_8g099095	746
MTR_0028s0240	MTR_3g062730	1157
